5 Minutes,Mainline Agg,Mainline Lane 1,Mainline Lane 2,Mainline Lane 3,Mainline Lane 4,HOV/HOT Agg,HOV/HOT Lane 1,HOV/HOT Lane 2,# Lane Pts,% Observed
2016-10-14 07:35:00,16.92,14.18,16.82,17.35,19.32,,,,156,79
2016-10-14 07:40:00,17.33,14.87,17.38,17.62,19.5,,,,156,78
2016-10-14 07:45:00,17.48,14.8,17.82,17.62,19.67,,,,156,78
2016-10-14 07:50:00,17.57,15.37,17.63,17.67,19.6,,,,157,78
2016-10-14 07:55:00,17.55,15.4,17.48,17.75,19.55,,,,157,78
2016-10-14 08:00:00,17.63,15.37,17.47,17.88,19.85,,,,156,78
2016-10-14 08:05:00,17.77,15.3,17.6,18.1,20.08,,,,158,78
2016-10-14 08:10:00,17.78,15.17,17.62,18.13,20.2,,,,158,78
2016-10-14 08:15:00,18.15,15.37,18.33,18.5,20.4,,,,158,78
2016-10-14 08:20:00,18.62,16.08,18.85,18.88,20.68,,,,158,78
2016-10-14 08:25:00,18.8,16.45,19.25,18.77,20.7,,,,157,78
2016-10-14 08:30:00,19.15,16.78,19.92,19.13,20.77,,,,158,78
2016-10-14 08:35:00,19.47,16.83,20.3,19.7,21.07,,,,159,79
2016-10-14 08:40:00,19.87,17.15,20.92,20.08,21.3,,,,159,79
2016-10-14 08:45:00,20.12,17.45,21.2,20.3,21.5,,,,160,79
2016-10-14 08:50:00,20.2,17.42,20.75,20.83,21.8,,,,160,79
2016-10-14 08:55:00,20.25,17.42,20.55,21.05,22.03,,,,160,79
2016-10-14 09:00:00,20.48,17.83,20.75,21.08,22.3,,,,160,79
2016-10-14 09:05:00,21.08,18.62,22.1,20.98,22.67,,,,160,79
2016-10-14 09:10:00,22.07,19.83,23.6,21.58,23.23,,,,160,78
2016-10-14 09:15:00,22.6,20.75,24.05,22.1,23.48,,,,161,80
2016-10-14 09:20:00,22.55,20.78,23.85,22.18,23.35,,,,161,78
2016-10-14 09:25:00,22.6,21,23.95,21.9,23.55,,,,161,79
2016-10-14 09:30:00,23.25,22.07,25.05,22.13,23.73,,,,162,78
2016-10-14 09:35:00,23.07,22.38,24.78,21.82,23.27,,,,160,79
2016-10-14 09:40:00,22.28,20.6,23.23,21.83,23.5,,,,161,79
2016-10-14 09:45:00,21.75,19.82,22.03,21.33,23.82,,,,160,79
2016-10-14 09:50:00,21.03,18.95,20.8,21.13,23.23,,,,160,79
2016-10-14 09:55:00,20.68,17.95,20.8,20.77,23.2,,,,160,79
2016-10-14 10:00:00,20.45,18.22,20.73,20.23,22.62,,,,160,78
2016-10-14 10:05:00,20.45,17.73,20.82,20.22,23.02,,,,160,78
2016-10-14 10:10:00,20.48,17.78,20.97,20.05,23.12,,,,160,79
2016-10-14 10:15:00,20.37,17.97,20.52,20.15,22.83,,,,159,79
2016-10-14 10:20:00,20.18,17.5,20.08,20.3,22.82,,,,160,79
2016-10-14 10:25:00,20,17.28,19.43,20.58,22.73,,,,159,79
2016-10-14 10:30:00,19.95,17.45,19.65,20.35,22.35,,,,159,79
2016-10-14 10:35:00,19.88,16.97,19.58,20.37,22.62,,,,159,78
2016-10-14 10:40:00,19.63,16.88,19.3,20.23,22.13,,,,159,79
2016-10-14 10:45:00,19.03,16.45,18.68,19.8,21.17,,,,158,78
2016-10-14 10:50:00,18.68,15.7,17.88,19.67,21.45,,,,158,78
2016-10-14 10:55:00,18.87,15.47,18.3,19.95,21.73,,,,158,77
2016-10-14 11:00:00,19.28,15.7,18.98,20.4,22.07,,,,159,78
2016-10-14 11:05:00,19.75,16.57,19.4,20.68,22.33,,,,159,79
2016-10-14 11:10:00,20.2,16.88,19.53,21.38,23.02,,,,159,79
2016-10-14 11:15:00,20.85,17.38,20.3,22.05,23.72,,,,160,79
2016-10-14 11:20:00,20.88,17.72,20.52,21.95,23.37,,,,160,79
2016-10-14 11:25:00,20.35,17.53,19.73,21.3,22.85,,,,158,78
2016-10-14 11:30:00,19.7,17.07,19.1,20.12,22.52,,,,159,78
2016-10-14 11:35:00,18.82,16.7,18.57,18.92,21.12,,,,158,79
2016-10-14 11:40:00,18.1,15.45,17.58,18.45,20.95,,,,158,79
2016-10-14 11:45:00,17.85,14.93,17.12,18.45,20.92,,,,156,79
2016-10-14 11:50:00,17.68,15.05,16.88,18.25,20.57,,,,158,79
2016-10-14 11:55:00,17.23,14.58,16.52,17.65,20.2,,,,157,78
2016-10-14 12:00:00,17.03,14.3,16.28,17.45,20.1,,,,156,78
2016-10-14 12:05:00,17.08,14.37,15.97,17.93,20.05,,,,155,79
2016-10-14 12:10:00,17.45,14.2,16.53,18.6,20.45,,,,157,76
2016-10-14 12:15:00,18.35,14.82,17.75,19.37,21.47,,,,157,77
2016-10-14 12:20:00,18.67,15.57,18.3,19.53,21.28,,,,158,78
2016-10-14 12:25:00,19.05,16.15,18.8,19.73,21.52,,,,158,77
2016-10-14 12:30:00,18.03,15.82,17.38,19.03,19.93,,,,157,78
2016-10-14 12:35:00,17.1,14.92,16.48,17.93,19.05,,,,156,77
2016-10-14 12:40:00,16.33,13.55,15.88,17.37,18.53,,,,156,78
2016-10-14 12:45:00,16,12.9,15.62,17.07,18.4,,,,156,78
2016-10-14 12:50:00,16.07,12.92,15.77,17.07,18.48,,,,155,78
2016-10-14 12:55:00,16.25,13.13,15.87,17.33,18.67,,,,156,78
2016-10-14 13:00:00,16.4,13.18,16.03,17.63,18.77,,,,155,78
2016-10-14 13:05:00,16.47,13.23,16.17,17.7,18.75,,,,156,78
2016-10-14 13:10:00,16.67,13.52,16.45,17.82,18.9,,,,156,78
2016-10-14 13:15:00,16.67,13.6,16.48,17.63,18.92,,,,156,79
2016-10-14 13:20:00,16.6,13.52,16.23,17.6,19.07,,,,156,79
2016-10-14 13:25:00,16.72,13.5,16.28,17.78,19.3,,,,156,79
2016-10-14 13:30:00,16.88,13.72,16.15,18.15,19.53,,,,156,79
2016-10-14 13:35:00,16.78,13.77,16,17.92,19.47,,,,156,78
2016-10-14 13:40:00,16.58,13.77,15.87,17.53,19.17,,,,156,77
2016-10-14 13:45:00,16.43,13.7,15.73,17.23,19.05,,,,156,79
2016-10-14 13:50:00,16.2,13.52,15.57,16.97,18.73,,,,156,79
2016-10-14 13:55:00,16,13.27,15.48,16.7,18.53,,,,156,79
2016-10-14 14:00:00,16.13,13.3,15.53,16.83,18.83,,,,156,79
2016-10-14 14:05:00,16.28,13.37,15.57,17.13,19.07,,,,156,79
2016-10-14 14:10:00,16.37,13.62,15.6,16.97,19.25,,,,156,79
2016-10-14 14:15:00,16.32,13.58,15.67,17.08,18.92,,,,155,77
2016-10-14 14:20:00,16.27,13.52,15.8,17.13,18.62,,,,155,77
2016-10-14 14:25:00,16.53,13.52,16.12,17.53,18.97,,,,155,79
2016-10-14 14:30:00,17.38,14.3,16.95,18.2,20.08,,,,156,78
2016-10-14 14:35:00,18.38,15.4,18.05,19.07,21.02,,,,158,78
2016-10-14 14:40:00,18.98,16.02,18.72,19.78,21.38,,,,157,78
2016-10-14 14:45:00,19.25,16.28,18.87,19.75,22.07,,,,157,78
2016-10-14 14:50:00,19.58,16.65,19.12,20.07,22.5,,,,158,79
2016-10-14 14:55:00,19.77,16.7,19.1,20.63,22.63,,,,159,79
2016-10-14 15:00:00,19.75,16.62,19.08,20.63,22.68,,,,159,79
2016-10-14 15:05:00,19.72,16.55,18.95,20.38,22.95,,,,159,79
2016-10-14 15:10:00,19.58,16.4,18.87,20.13,22.93,,,,159,79
2016-10-14 15:15:00,19.6,16.38,18.92,20.1,22.98,,,,159,79
2016-10-14 15:20:00,19.82,16.7,18.97,20.2,23.42,,,,159,79
2016-10-14 15:25:00,20.18,17.18,19.4,20.78,23.37,,,,159,79
2016-10-14 15:30:00,20.2,17.28,19.62,20.93,22.93,,,,159,79
2016-10-14 15:35:00,20.25,17.47,19.48,20.62,23.42,,,,158,79
2016-10-14 15:40:00,20.3,17.42,19.77,20.78,23.25,,,,159,79
2016-10-14 15:45:00,20.3,17.27,19.98,20.88,23.03,,,,159,79
2016-10-14 15:50:00,20.02,16.97,19.68,20.55,22.88,,,,159,79
2016-10-14 15:55:00,19.9,16.83,19.47,20.5,22.83,,,,159,79
2016-10-14 16:00:00,19.58,16.8,18.98,19.9,22.67,,,,158,78
2016-10-14 16:05:00,19.4,16.68,18.62,19.65,22.67,,,,157,79
2016-10-14 16:10:00,19.23,16.42,18.63,19.68,22.18,,,,158,79
2016-10-14 16:15:00,18.98,16.2,18.7,19.23,21.77,,,,158,79
2016-10-14 16:20:00,18.82,16.02,18.65,19.38,21.17,,,,158,79
2016-10-14 16:25:00,18.42,16,18.07,18.75,20.87,,,,158,79
2016-10-14 16:30:00,18.12,15.68,17.68,18.47,20.62,,,,157,79
2016-10-14 16:35:00,18.12,15.58,17.65,18.68,20.52,,,,158,78
2016-10-14 16:40:00,17.83,15.57,17.43,18.25,20.08,,,,158,78
2016-10-14 16:45:00,17.48,15.17,17.1,17.95,19.72,,,,157,78
2016-10-14 16:50:00,16.65,14.57,16.35,17.12,18.58,,,,156,77
2016-10-14 16:55:00,15.97,13.82,15.67,16.53,17.85,,,,156,79
2016-10-14 17:00:00,15.43,13.12,15.03,16.02,17.53,,,,156,78
2016-10-14 17:05:00,15.1,12.63,14.67,15.73,17.4,,,,155,79
2016-10-14 17:10:00,14.87,12.37,14.42,15.48,17.23,,,,155,78
2016-10-14 17:15:00,14.72,12.13,14.18,15.37,17.15,,,,154,78
2016-10-14 17:20:00,14.62,11.85,14.08,15.4,17.13,,,,155,78
2016-10-14 17:25:00,14.48,11.93,14,15.15,16.85,,,,155,78
2016-10-14 17:30:00,14.42,11.87,13.98,15.02,16.8,,,,155,78
2016-10-14 17:35:00,14.47,11.93,14.05,15.12,16.73,,,,155,78
2016-10-14 17:40:00,14.33,11.73,13.92,15.05,16.62,,,,155,78
2016-10-14 17:45:00,14.32,11.72,14,14.98,16.53,,,,154,78
2016-10-14 17:50:00,14.28,11.7,14.02,14.9,16.52,,,,154,78
2016-10-14 17:55:00,14.25,11.63,14,14.97,16.4,,,,153,78
2016-10-14 18:00:00,14.17,11.55,13.9,14.85,16.38,,,,154,78
2016-10-14 18:05:00,14.3,11.73,13.85,14.93,16.67,,,,154,78
2016-10-14 18:10:00,14.57,11.8,14.25,15.32,16.9,,,,155,79
2016-10-14 18:15:00,14.65,11.93,14.43,15.3,16.97,,,,155,79
2016-10-14 18:20:00,14.6,11.93,14.32,15.25,16.87,,,,155,79
2016-10-14 18:25:00,14.42,11.8,14.03,15.08,16.77,,,,155,79
2016-10-14 18:30:00,14.37,11.75,14.02,14.93,16.75,,,,154,78
2016-10-14 18:35:00,14.4,11.8,13.97,14.98,16.9,,,,154,78
2016-10-14 18:40:00,14.45,11.93,13.98,15.05,16.82,,,,155,78
2016-10-14 18:45:00,14.37,11.8,14,15.02,16.67,,,,155,78
2016-10-14 18:50:00,14.43,11.82,14.03,15.1,16.78,,,,155,78
2016-10-14 18:55:00,14.4,11.75,14.08,15.05,16.73,,,,155,78
2016-10-14 19:00:00,14.33,11.73,14.05,14.93,16.63,,,,154,78
2016-10-14 19:05:00,14.35,11.75,13.97,14.95,16.68,,,,154,78
2016-10-14 19:10:00,14.35,11.68,14.02,14.98,16.73,,,,154,78
2016-10-14 19:15:00,14.32,11.55,14.03,15.02,16.67,,,,155,78
2016-10-14 19:20:00,14.22,11.55,13.97,14.93,16.45,,,,153,78
2016-10-14 19:25:00,14.23,11.55,13.8,15.08,16.53,,,,155,78
2016-10-14 19:30:00,14.18,11.5,13.82,14.88,16.53,,,,154,78
2016-10-14 19:35:00,14.13,11.5,13.7,14.9,16.4,,,,154,78
2016-10-14 19:40:00,14.07,11.48,13.73,14.75,16.3,,,,153,78
2016-10-14 19:45:00,14.05,11.55,13.8,14.63,16.22,,,,154,78
2016-10-14 19:50:00,14.13,11.5,13.95,14.62,16.5,,,,154,78
2016-10-14 19:55:00,14.3,11.58,14.17,14.85,16.6,,,,154,78
2016-10-14 20:00:00,14.42,11.65,14.42,15.05,16.55,,,,155,79
2016-10-14 20:05:00,14.42,11.63,14.57,15,16.45,,,,154,79
2016-10-14 20:10:00,14.4,11.65,14.38,15.02,16.55,,,,154,79
2016-10-14 20:15:00,14.33,11.67,14.2,14.93,16.5,,,,154,78
2016-10-14 20:20:00,14.25,11.58,14.1,14.95,16.38,,,,154,78
2016-10-14 20:25:00,14.17,11.45,13.98,14.97,16.23,,,,153,78
2016-10-14 20:30:00,14.03,11.32,13.72,14.92,16.17,,,,154,78
2016-10-14 20:35:00,14.08,11.3,13.72,14.95,16.38,,,,154,78
2016-10-14 20:40:00,13.97,11.27,13.67,14.72,16.25,,,,154,78
2016-10-14 20:45:00,14.07,11.25,13.82,14.77,16.42,,,,153,78
2016-10-14 20:50:00,13.98,11.23,13.75,14.73,16.18,,,,154,78
2016-10-14 20:55:00,13.85,11.08,13.52,14.72,16.12,,,,154,78
2016-10-14 21:00:00,13.73,11,13.33,14.62,16,,,,154,78
2016-10-14 21:05:00,13.73,10.9,13.27,14.62,16.12,,,,154,77
2016-10-14 21:10:00,13.78,10.88,13.38,14.75,16.15,,,,153,77
2016-10-14 21:15:00,13.75,10.83,13.28,14.7,16.22,,,,154,77
2016-10-14 21:20:00,13.77,10.83,13.25,14.65,16.3,,,,154,77
2016-10-14 21:25:00,13.82,10.82,13.32,14.73,16.4,,,,154,77
2016-10-14 21:30:00,13.7,10.8,13.18,14.68,16.12,,,,154,77
2016-10-14 21:35:00,13.77,10.77,13.27,14.63,16.38,,,,154,78
2016-10-14 21:40:00,13.65,10.78,13.2,14.47,16.12,,,,154,79
2016-10-14 21:45:00,13.53,10.72,13.15,14.35,15.9,,,,154,79
2016-10-14 21:50:00,13.57,10.68,13.08,14.42,16.07,,,,154,76
2016-10-14 21:55:00,13.65,10.75,13.22,14.53,16.12,,,,154,46
2016-10-14 22:00:00,13.67,10.92,13.13,14.47,16.13,,,,154,14
2016-10-14 22:05:00,13.53,10.85,13,14.27,16,,,,154,32
2016-10-14 22:10:00,13.78,11.4,13.02,14.42,16.27,,,,154,60
2016-10-14 22:15:00,13.78,10.98,13.1,14.75,16.25,,,,154,42
2016-10-14 22:20:00,13.7,10.82,13.17,14.72,16.08,,,,153,40
2016-10-14 22:25:00,13.78,11.08,13.32,14.57,16.18,,,,154,69
2016-10-14 22:30:00,13.7,10.7,13.45,14.53,16.07,,,,154,79
2016-10-14 22:35:00,13.75,10.75,13.5,14.57,16.17,,,,153,78
2016-10-14 22:40:00,13.75,10.75,13.25,14.57,16.45,,,,154,78
2016-10-14 22:45:00,13.63,10.68,13.2,14.52,16.17,,,,154,79
2016-10-14 22:50:00,13.58,10.72,13.1,14.52,15.98,,,,154,79
2016-10-14 22:55:00,13.53,10.72,13.1,14.4,15.88,,,,152,78
2016-10-14 23:00:00,13.62,10.78,13.22,14.45,16,,,,154,79
2016-10-14 23:05:00,13.63,10.78,13.22,14.48,16.03,,,,154,79
2016-10-14 23:10:00,13.6,10.75,13.17,14.45,16.02,,,,154,79
2016-10-14 23:15:00,13.6,10.8,13.17,14.47,15.97,,,,154,79
2016-10-14 23:20:00,13.62,10.78,13.1,14.63,15.93,,,,154,78
2016-10-14 23:25:00,13.52,10.78,13.08,14.4,15.82,,,,153,78
2016-10-14 23:30:00,13.47,10.75,13.13,14.32,15.68,,,,154,79
2016-10-14 23:35:00,13.4,10.7,13.05,14.15,15.68,,,,154,79
2016-10-14 23:40:00,13.4,10.67,12.97,14.18,15.78,,,,154,79
2016-10-14 23:45:00,13.43,10.63,13.02,14.28,15.8,,,,154,79
2016-10-14 23:50:00,13.62,10.68,13.13,14.53,16.13,,,,154,79
2016-10-14 23:55:00,13.63,10.68,13.18,14.57,16.08,,,,153,78
2016-10-15 00:00:00,13.53,10.67,13.1,14.42,15.93,,,,154,77
2016-10-15 00:05:00,13.55,10.68,13.02,14.38,16.13,,,,154,77
2016-10-15 00:10:00,13.53,10.72,13.05,14.35,16.02,,,,154,77
2016-10-15 00:15:00,13.57,10.68,13.05,14.45,16.12,,,,154,77
2016-10-15 00:20:00,13.6,10.72,13.07,14.52,16.13,,,,154,77
2016-10-15 00:25:00,13.58,10.68,13.02,14.53,16.1,,,,154,77
2016-10-15 00:30:00,13.6,10.73,13.08,14.47,16.1,,,,154,77
2016-10-15 00:35:00,13.58,10.73,13.02,14.55,16.05,,,,154,77
2016-10-15 00:40:00,13.55,10.73,12.97,14.58,15.92,,,,154,77
2016-10-15 00:45:00,13.5,10.72,12.95,14.38,15.97,,,,154,77
2016-10-15 00:50:00,13.52,10.67,13,14.25,16.13,,,,154,77
2016-10-15 00:55:00,13.58,10.65,13.03,14.33,16.3,,,,154,77
2016-10-15 01:00:00,13.55,10.73,13.08,14.4,16.02,,,,154,77
2016-10-15 01:05:00,13.53,10.68,13.08,14.35,16.03,,,,154,77
2016-10-15 01:10:00,13.55,10.68,13.08,14.43,16.02,,,,154,77
2016-10-15 01:15:00,13.63,10.68,13.17,14.5,16.22,,,,154,77
2016-10-15 01:20:00,13.73,10.72,13.35,14.67,16.15,,,,154,77
2016-10-15 01:25:00,13.67,10.73,13.3,14.58,16.03,,,,154,77
2016-10-15 01:30:00,13.72,10.72,13.4,14.65,16.1,,,,154,77
2016-10-15 01:35:00,13.73,10.72,13.33,14.8,16.12,,,,154,77
2016-10-15 01:40:00,13.67,10.7,13.12,14.68,16.18,,,,154,77
2016-10-15 01:45:00,13.7,10.7,13.12,14.7,16.28,,,,154,77
2016-10-15 01:50:00,13.75,10.7,13.23,14.78,16.3,,,,154,77
2016-10-15 01:55:00,13.68,10.68,13.03,14.72,16.3,,,,154,77
2016-10-15 02:00:00,13.67,10.68,13.17,14.67,16.15,,,,154,77
2016-10-15 02:05:00,13.62,10.68,13.17,14.57,16.03,,,,154,77
2016-10-15 02:10:00,13.58,10.67,13.25,14.43,15.95,,,,154,77
2016-10-15 02:15:00,13.57,10.65,13.18,14.37,16.03,,,,154,77
2016-10-15 02:20:00,13.58,10.67,13.23,14.4,16.02,,,,154,77
2016-10-15 02:25:00,13.7,10.65,13.32,14.48,16.35,,,,154,77
2016-10-15 02:30:00,13.73,10.7,13.37,14.68,16.18,,,,154,77
2016-10-15 02:35:00,13.73,10.7,13.37,14.58,16.25,,,,154,77
2016-10-15 02:40:00,13.8,10.7,13.18,14.88,16.45,,,,154,77
2016-10-15 02:45:00,13.78,10.7,13.2,14.8,16.43,,,,154,77
2016-10-15 02:50:00,13.75,10.68,13.42,14.73,16.17,,,,153,76
2016-10-15 02:55:00,13.7,10.7,13.25,14.62,16.27,,,,154,77
2016-10-15 03:00:00,13.73,10.7,13.32,14.68,16.23,,,,153,76
2016-10-15 03:05:00,13.75,10.7,13.35,14.75,16.18,,,,154,77
2016-10-15 03:10:00,13.77,10.7,13.35,14.87,16.15,,,,154,77
2016-10-15 03:15:00,13.77,10.75,13.27,14.77,16.25,,,,154,77
2016-10-15 03:20:00,13.77,10.82,13.2,14.85,16.23,,,,154,76
2016-10-15 03:25:00,13.7,10.73,13.35,14.58,16.15,,,,154,77
2016-10-15 03:30:00,13.67,10.7,13.43,14.43,16.07,,,,154,77
2016-10-15 03:35:00,13.67,10.67,13.62,14.38,15.97,,,,154,77
2016-10-15 03:40:00,13.65,10.67,13.3,14.5,16.12,,,,154,77
2016-10-15 03:45:00,13.72,10.68,13.35,14.5,16.32,,,,154,77
2016-10-15 03:50:00,13.62,10.67,13.2,14.42,16.2,,,,154,77
2016-10-15 03:55:00,13.67,10.68,13.15,14.55,16.27,,,,154,77
2016-10-15 04:00:00,13.65,10.7,13.17,14.52,16.23,,,,154,77
2016-10-15 04:05:00,13.6,10.68,13.12,14.53,16.1,,,,154,77
2016-10-15 04:10:00,13.58,10.67,13.05,14.62,16,,,,154,77
2016-10-15 04:15:00,13.58,10.67,13.15,14.53,15.98,,,,154,77
2016-10-15 04:20:00,13.6,10.7,13.18,14.58,15.95,,,,154,77
2016-10-15 04:25:00,13.55,10.67,13.15,14.38,15.95,,,,154,77
2016-10-15 04:30:00,13.62,10.68,13.07,14.57,16.13,,,,154,77
2016-10-15 04:35:00,13.68,10.7,13.15,14.57,16.3,,,,154,77
2016-10-15 04:40:00,13.67,10.75,13.1,14.63,16.2,,,,154,77
2016-10-15 04:45:00,13.58,10.7,13.03,14.6,16,,,,154,77
2016-10-15 04:50:00,13.62,10.73,12.97,14.58,16.18,,,,153,76
2016-10-15 04:55:00,13.53,10.72,12.95,14.4,16.03,,,,154,77
2016-10-15 05:00:00,13.58,10.68,13.03,14.52,16.08,,,,153,77
2016-10-15 05:05:00,13.63,10.68,13.12,14.42,16.3,,,,153,77
2016-10-15 05:10:00,13.62,10.72,13.02,14.48,16.27,,,,154,77
2016-10-15 05:15:00,13.55,10.83,13,14.38,16,,,,154,76
2016-10-15 05:20:00,13.53,10.88,13.02,14.33,15.93,,,,154,77
2016-10-15 05:25:00,13.57,10.88,13.07,14.38,15.92,,,,154,77
2016-10-15 05:30:00,13.6,10.78,13.1,14.47,16.02,,,,154,77
2016-10-15 05:35:00,13.65,10.83,13.12,14.45,16.23,,,,154,76
2016-10-15 05:40:00,13.7,10.92,13.12,14.47,16.3,,,,154,76
2016-10-15 05:45:00,13.63,10.75,13.05,14.52,16.25,,,,154,77
2016-10-15 05:50:00,13.65,10.7,13.17,14.43,16.27,,,,154,77
2016-10-15 05:55:00,13.7,10.7,13.4,14.45,16.23,,,,154,77
2016-10-15 06:00:00,13.63,10.68,13.45,14.32,16.07,,,,153,77
2016-10-15 06:05:00,13.67,10.68,13.53,14.42,16,,,,154,77
2016-10-15 06:10:00,13.82,10.68,13.93,14.43,16.2,,,,154,77
2016-10-15 06:15:00,13.85,10.72,13.33,14.7,16.65,,,,154,77
2016-10-15 06:20:00,13.9,10.82,13.45,14.88,16.43,,,,154,76
2016-10-15 06:25:00,13.8,10.85,13.35,14.78,16.23,,,,154,76
2016-10-15 06:30:00,13.72,10.8,13.17,14.68,16.25,,,,154,76
2016-10-15 06:35:00,13.7,10.78,13.18,14.68,16.17,,,,154,77
2016-10-15 06:40:00,13.78,10.8,13.32,14.77,16.28,,,,154,77
2016-10-15 06:45:00,13.73,10.78,13.22,14.55,16.38,,,,154,77
2016-10-15 06:50:00,13.9,10.82,13.38,14.77,16.65,,,,154,76
2016-10-15 06:55:00,13.87,10.8,13.38,14.92,16.37,,,,153,76
2016-10-15 07:00:00,13.8,10.83,13.42,14.78,16.18,,,,154,76
2016-10-15 07:05:00,13.83,10.85,13.42,14.93,16.13,,,,154,76
2016-10-15 07:10:00,13.8,10.8,13.33,14.85,16.23,,,,153,76
2016-10-15 07:15:00,13.77,10.75,13.33,14.78,16.2,,,,154,77
2016-10-15 07:20:00,13.7,10.75,13.48,14.55,16,,,,154,77
2016-10-15 07:25:00,13.58,10.72,13.3,14.42,15.88,,,,153,77
2016-10-15 07:30:00,13.65,10.92,13.22,14.47,16,,,,154,77
2016-10-15 07:35:00,13.6,10.88,13.28,14.38,15.82,,,,154,77
2016-10-15 07:40:00,13.57,10.8,13.28,14.32,15.83,,,,153,77
2016-10-15 07:45:00,13.65,10.8,13.33,14.47,15.98,,,,153,77
2016-10-15 07:50:00,13.62,10.87,13.37,14.45,15.82,,,,154,77
2016-10-15 07:55:00,13.72,10.73,13.33,14.63,16.18,,,,154,77
2016-10-15 08:00:00,13.8,10.77,13.28,14.83,16.27,,,,154,77
2016-10-15 08:05:00,13.93,10.88,13.35,15.2,16.28,,,,155,76
2016-10-15 08:10:00,13.93,10.87,13.42,15.02,16.42,,,,155,76
2016-10-15 08:15:00,13.92,10.92,13.5,14.85,16.43,,,,154,76
2016-10-15 08:20:00,13.87,10.98,13.47,14.73,16.27,,,,154,76
2016-10-15 08:25:00,13.87,11.05,13.38,14.7,16.33,,,,154,77
2016-10-15 08:30:00,13.87,10.95,13.4,14.73,16.37,,,,154,76
2016-10-15 08:35:00,13.83,10.95,13.38,14.73,16.3,,,,154,76
2016-10-15 08:40:00,13.85,10.9,13.37,14.82,16.35,,,,154,76
2016-10-15 08:45:00,13.85,10.9,13.45,14.87,16.15,,,,154,76
2016-10-15 08:50:00,13.87,10.87,13.43,14.87,16.27,,,,154,76
2016-10-15 08:55:00,13.87,10.92,13.37,14.87,16.28,,,,154,76
2016-10-15 09:00:00,13.75,10.88,13.23,14.73,16.17,,,,154,76
2016-10-15 09:05:00,13.82,10.93,13.23,14.83,16.27,,,,154,76
2016-10-15 09:10:00,13.85,10.97,13.25,14.88,16.32,,,,154,76
2016-10-15 09:15:00,13.87,10.98,13.33,14.9,16.23,,,,154,76
2016-10-15 09:20:00,13.83,10.97,13.47,14.68,16.23,,,,154,76
2016-10-15 09:25:00,13.98,11.03,13.62,14.87,16.42,,,,154,77
2016-10-15 09:30:00,14.07,11.08,13.6,14.97,16.62,,,,154,77
2016-10-15 09:35:00,14.12,11.2,13.62,15.1,16.5,,,,155,77
2016-10-15 09:40:00,14.03,11.23,13.53,14.87,16.5,,,,154,77
2016-10-15 09:45:00,14.05,11.18,13.57,14.85,16.58,,,,154,77
2016-10-15 09:50:00,14.08,11.2,13.63,14.8,16.68,,,,154,77
2016-10-15 09:55:00,14.1,11.2,13.63,14.83,16.7,,,,154,77
2016-10-15 10:00:00,14.1,11.23,13.6,14.9,16.67,,,,154,77
2016-10-15 10:05:00,14.1,11.18,13.55,14.95,16.7,,,,154,77
2016-10-15 10:10:00,14.2,11.22,13.63,15.18,16.72,,,,155,77
2016-10-15 10:15:00,14.27,11.35,13.82,15.17,16.68,,,,154,77
2016-10-15 10:20:00,14.18,11.37,13.77,14.93,16.65,,,,154,77
2016-10-15 10:25:00,14.25,11.28,13.87,15.07,16.78,,,,155,77
2016-10-15 10:30:00,14.2,11.35,13.8,14.97,16.65,,,,154,77
2016-10-15 10:35:00,14.23,11.38,13.85,15.05,16.63,,,,155,77
2016-10-15 10:40:00,14.2,11.27,13.97,15.03,16.55,,,,155,77
2016-10-15 10:45:00,14.2,11.28,14,14.97,16.53,,,,154,77
2016-10-15 10:50:00,14.12,11.27,13.85,14.92,16.45,,,,154,77
2016-10-15 10:55:00,14.07,11.22,13.7,14.77,16.58,,,,153,76
2016-10-15 11:00:00,14.12,11.22,13.8,14.87,16.6,,,,154,77
2016-10-15 11:05:00,14.15,11.27,13.92,14.9,16.5,,,,154,77
2016-10-15 11:10:00,14.13,11.27,13.77,14.9,16.58,,,,154,77
2016-10-15 11:15:00,14.12,11.32,13.7,14.87,16.55,,,,154,77
2016-10-15 11:20:00,14.13,11.3,13.68,14.95,16.63,,,,153,76
2016-10-15 11:25:00,14.17,11.27,13.65,15.03,16.73,,,,155,77
2016-10-15 11:30:00,14.27,11.37,13.78,15.17,16.75,,,,155,77
2016-10-15 11:35:00,14.25,11.42,13.8,15.07,16.72,,,,155,77
2016-10-15 11:40:00,14.3,11.35,13.75,15.18,16.9,,,,155,77
2016-10-15 11:45:00,14.45,11.45,14.05,15.37,16.93,,,,155,77
2016-10-15 11:50:00,14.53,11.53,14.1,15.47,17.03,,,,155,77
2016-10-15 11:55:00,14.58,11.65,14.3,15.37,17,,,,155,77
2016-10-15 12:00:00,14.47,11.6,14.25,15.27,16.75,,,,155,77
2016-10-15 12:05:00,14.38,11.4,13.88,15.38,16.87,,,,155,77
2016-10-15 12:10:00,14.48,11.43,13.92,15.42,17.15,,,,155,77
2016-10-15 12:15:00,14.67,11.67,14.08,15.55,17.35,,,,155,77
2016-10-15 12:20:00,14.8,11.92,14.2,15.65,17.47,,,,155,77
2016-10-15 12:25:00,14.93,12.15,14.32,15.78,17.43,,,,155,77
2016-10-15 12:30:00,14.83,12.08,14.27,15.68,17.32,,,,155,77
